ID,Task,Subject Name,Experiment,Objects,Trial,Annotation file
1004,approach handleft bowl and enclose handleft bowl and approach handright mustard_bottle and enclose handright mustard_bottle and approach handright bowl to pour mustard_bottle 26 into bowl 14 \n,BBM13,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 5,Trial 5.xml
1005,approach handleft bowl and enclose handleft bowl and approach handright mustard_bottle and enclose handright mustard_bottle and approach handright bowl to pour mustard_bottle 23 into bowl 15 \n,BBM13,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 6,Trial 6.xml
1006,approach handleft bowl and enclose handleft bowl and approach handright mustard_bottle and enclose handright mustard_bottle and approach handright bowl to pour mustard_bottle 30 into bowl 12 \n,BBM13,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 7,Trial 7.xml
1007,approach handleft bowl and enclose handleft bowl and approach handright mustard_bottle and enclose handright mustard_bottle and approach handright bowl to pour mustard_bottle 20 into bowl 9 \n,BBM13,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 8,Trial 8.xml
1008,approach handleft bowl and enclose handleft bowl and approach handright mustard_bottle and enclose handright mustard_bottle and approach handright bowl to pour mustard_bottle 32 into bowl 31 \n,BBM13,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 9,Trial 9.xml
1009,approach handleft bowl and enclose handleft bowl and approach handright mustard_bottle and enclose handright mustard_bottle and approach handright bowl to pour mustard_bottle 16 into bowl 11 \n,BBM13,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 10,Trial 10.xml
1010,approach handleft bowl and enclose handleft bowl and approach handright gelatin_box and enclose handright gelatin_box and approach handright bowl to pour gelatin_box 24 into bowl 10 \n,BBM13,Expt 1 (Pouring),Bowl and Gelatin box,Trial 1,Trial 1.xml
1011,approach handleft bowl and enclose handleft bowl and approach handright gelatin_box and enclose handright gelatin_box and approach handright bowl to pour gelatin_box 32 into bowl 15 \n,BBM13,Expt 1 (Pouring),Bowl and Gelatin box,Trial 2,Trial 2.xml
1012,approach handleft bowl and enclose handleft bowl and approach handright gelatin_box and enclose handright gelatin_box and approach handright bowl to pour gelatin_box 4 into bowl 23 \n,BBM13,Expt 1 (Pouring),Bowl and Gelatin box,Trial 3,Trial 3.xml
1013,approach handleft bowl and enclose handleft bowl and approach handright gelatin_box and enclose handright gelatin_box and approach handright bowl to pour gelatin_box 26 into bowl 8 \n,BBM13,Expt 1 (Pouring),Bowl and Gelatin box,Trial 4,Trial 4.xml
1014,approach handleft bowl and enclose handleft bowl and approach handright gelatin_box and enclose handright gelatin_box and approach handright bowl to pour gelatin_box 24 into bowl 28 \n,BBM13,Expt 1 (Pouring),Bowl and Gelatin box,Trial 5,Trial 5.xml
1015,approach handleft bowl and enclose handleft bowl and approach handright gelatin_box and enclose handright gelatin_box and approach handright bowl to pour gelatin_box 1 into bowl 20 \n,BBM13,Expt 1 (Pouring),Bowl and Gelatin box,Trial 6,Trial 6.xml
1016,approach handleft bowl and enclose handleft bowl and approach handright gelatin_box and enclose handright gelatin_box and approach handright bowl to pour gelatin_box 5 into bowl 8 \n,BBM13,Expt 1 (Pouring),Bowl and Gelatin box,Trial 7,Trial 7.xml
1017,approach handleft bowl and enclose handleft bowl and approach handright gelatin_box and enclose handright gelatin_box and approach handright bowl to pour gelatin_box 20 into bowl 7 \n,BBM13,Expt 1 (Pouring),Bowl and Gelatin box,Trial 8,Trial 8.xml
1018,approach handleft bowl and enclose handleft bowl and approach handright gelatin_box and enclose handright gelatin_box and approach handright bowl to pour gelatin_box 16 into bowl 22 \n,BBM13,Expt 1 (Pouring),Bowl and Gelatin box,Trial 9,Trial 9.xml
1019,approach handleft bowl and enclose handleft bowl and approach handright gelatin_box and enclose handright gelatin_box and approach handright bowl to pour gelatin_box 12 into bowl 25 \n,BBM13,Expt 1 (Pouring),Bowl and Gelatin box,Trial 10,Trial 10.xml
1020,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 27 into bowl 31 \n,BBM13,Expt 1 (Pouring),Bowl and Cracker box,Trial 1,Trial 1.xml
1021,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 23 into bowl 21 \n,BBM13,Expt 1 (Pouring),Bowl and Cracker box,Trial 2,Trial 2.xml
1022,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 8 into bowl 21 \n,BBM13,Expt 1 (Pouring),Bowl and Cracker box,Trial 3,Trial 3.xml
1023,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 21 into bowl 15 \n,BBM13,Expt 1 (Pouring),Bowl and Cracker box,Trial 4,Trial 4.xml
1024,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 23 into bowl 25 \n,BBM13,Expt 1 (Pouring),Bowl and Cracker box,Trial 5,Trial 5.xml
1025,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 22 into bowl 2 \n,BBM13,Expt 1 (Pouring),Bowl and Cracker box,Trial 6,Trial 6.xml
1026,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 29 into bowl 17 \n,BBM13,Expt 1 (Pouring),Bowl and Cracker box,Trial 7,Trial 7.xml
1027,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 8 into bowl 6 \n,BBM13,Expt 1 (Pouring),Bowl and Cracker box,Trial 8,Trial 8.xml
1028,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 23 into bowl 25 \n,BBM13,Expt 1 (Pouring),Bowl and Cracker box,Trial 9,Trial 9.xml
1029,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 17 into bowl 25 \n,BBM13,Expt 1 (Pouring),Bowl and Cracker box,Trial 10,Trial 10.xml
1030,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright mug and enclose handright mug and approach handleft mug to pour pitcher_base 3 into mug 17 \n,BBM14,Expt 1 (Pouring),Mug and Pitcher base,Trial 1,Trial 1.xml
1031,approach handright pitcher_base and enclose handright pitcher_base and approach handleft mug and enclose handleft mug and approach handright mug to pour pitcher_base 20 into mug 24 \n,BBM14,Expt 1 (Pouring),Mug and Pitcher base,Trial 2,Trial 2.xml
1032,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright mug and enclose handright mug and approach handleft mug to pour pitcher_base 20 into mug 13 \n,BBM14,Expt 1 (Pouring),Mug and Pitcher base,Trial 3,Trial 3.xml
1033,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright mug and enclose handright mug and approach handleft mug to pour pitcher_base 30 into mug 19 \n,BBM14,Expt 1 (Pouring),Mug and Pitcher base,Trial 4,Trial 4.xml
1034,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright mug and enclose handright mug and approach handleft mug to pour pitcher_base 29 into mug 25 \n,BBM14,Expt 1 (Pouring),Mug and Pitcher base,Trial 5,Trial 5.xml
1035,approach handright pitcher_base and enclose handright pitcher_base and approach handleft mug and enclose handleft mug and approach handright mug to pour pitcher_base 19 into mug 15 \n,BBM14,Expt 1 (Pouring),Mug and Pitcher base,Trial 6,Trial 6.xml
1036,approach handright pitcher_base and enclose handright pitcher_base and approach handleft mug and enclose handleft mug and approach handright mug to pour pitcher_base 26 into mug 13 \n,BBM14,Expt 1 (Pouring),Mug and Pitcher base,Trial 7,Trial 7.xml
1037,approach handright pitcher_base and enclose handright pitcher_base and approach handleft mug and enclose handleft mug and approach handright mug to pour pitcher_base 26 into mug 1 \n,BBM14,Expt 1 (Pouring),Mug and Pitcher base,Trial 8,Trial 8.xml
1038,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright mug and enclose handright mug and approach handleft mug to pour pitcher_base 7 into mug 12 \n,BBM14,Expt 1 (Pouring),Mug and Pitcher base,Trial 9,Trial 9.xml
1039,approach handright pitcher_base and enclose handright pitcher_base and approach handleft mug and enclose handleft mug and approach handright mug to pour pitcher_base 2 into mug 28 \n,BBM14,Expt 1 (Pouring),Mug and Pitcher base,Trial 10,Trial 10.xml
1040,approach handleft mug and enclose handleft mug and approach handright sugar_box and enclose handright sugar_box and approach handleft sugar_box to pour sugar_box 27 into mug 32 \n,BBM14,Expt 1 (Pouring),Mug and Sugar box,Trial 1,Trial 1.xml
1041,approach handleft mug and enclose handleft mug and approach handright sugar_box and enclose handright sugar_box and approach handleft sugar_box to pour sugar_box 12 into mug 30 \n,BBM14,Expt 1 (Pouring),Mug and Sugar box,Trial 2,Trial 2.xml
1042,approach handleft mug and enclose handleft mug and approach handright sugar_box and enclose handright sugar_box and approach handleft sugar_box to pour sugar_box 27 into mug 7 \n,BBM14,Expt 1 (Pouring),Mug and Sugar box,Trial 3,Trial 3.xml
1043,approach handright mug and enclose handright mug and approach handleft sugar_box and enclose handleft sugar_box and approach handleft mug to pour sugar_box 14 into mug 18 \n,BBM14,Expt 1 (Pouring),Mug and Sugar box,Trial 4,Trial 4.xml
1044,approach handright mug and enclose handright mug and approach handleft sugar_box and enclose handleft sugar_box and approach handleft mug to pour sugar_box 28 into mug 3 \n,BBM14,Expt 1 (Pouring),Mug and Sugar box,Trial 5,Trial 5.xml
1045,approach handleft mug and enclose handleft mug and approach handright sugar_box and enclose handright sugar_box and approach handleft sugar_box to pour sugar_box 17 into mug 23 \n,BBM14,Expt 1 (Pouring),Mug and Sugar box,Trial 6,Trial 6.xml
1046,approach handright mug and enclose handright mug and approach handleft sugar_box and enclose handleft sugar_box and approach handleft mug to pour sugar_box 4 into mug 26 \n,BBM14,Expt 1 (Pouring),Mug and Sugar box,Trial 7,Trial 7.xml
1047,approach handleft mug and enclose handleft mug and approach handright sugar_box and enclose handright sugar_box and approach handleft sugar_box to pour sugar_box 12 into mug 22 \n,BBM14,Expt 1 (Pouring),Mug and Sugar box,Trial 8,Trial 8.xml
1048,approach handleft mug and enclose handleft mug and approach handright sugar_box and enclose handright sugar_box and approach handleft sugar_box to pour sugar_box 2 into mug 6 \n,BBM14,Expt 1 (Pouring),Mug and Sugar box,Trial 9,Trial 9.xml
1049,approach handleft mug and enclose handleft mug and approach handright sugar_box and enclose handright sugar_box and approach handright mug to pour sugar_box 1 into mug 27 \n,BBM14,Expt 1 (Pouring),Mug and Sugar box,Trial 10,Trial 10.xml
1050,approach handright bowl and enclose handright bowl and approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handleft bowl to pour tuna_fish_can 15 into bowl 13 \n,BBM14,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 1,Trial 1.xml
1051,approach handright bowl and enclose handright bowl and approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handleft bowl to pour tuna_fish_can 16 into bowl 18 \n,BBM14,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 2,Trial 2.xml
1052,approach handleft bowl and enclose handleft bowl and approach handright tuna_fish_can and enclose handright tuna_fish_can and approach handright bowl to pour tuna_fish_can 3 into bowl 28 \n,BBM14,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 3,Trial 3.xml
1053,approach handleft bowl and enclose handleft bowl and approach handright tuna_fish_can and enclose handright tuna_fish_can and approach handright bowl to pour tuna_fish_can 29 into bowl 32 \n,BBM14,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 4,Trial 4.xml
1054,approach handleft bowl and enclose handleft bowl and approach handright tuna_fish_can and enclose handright tuna_fish_can and approach handright bowl to pour tuna_fish_can 30 into bowl 16 \n,BBM14,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 5,Trial 5.xml
1055,approach handright bowl and enclose handright bowl and approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handleft bowl to pour tuna_fish_can 6 into bowl 13 \n,BBM14,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 6,Trial 6.xml
1056,approach handleft bowl and enclose handleft bowl and approach handright tuna_fish_can and enclose handright tuna_fish_can and approach handright bowl to pour tuna_fish_can 1 into bowl 19 \n,BBM14,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 7,Trial 7.xml
1057,approach handright bowl and enclose handright bowl and approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handleft bowl to pour tuna_fish_can 30 into bowl 11 \n,BBM14,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 8,Trial 8.xml
1058,approach handright bowl and enclose handright bowl and approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handleft bowl to pour tuna_fish_can 10 into bowl 2 \n,BBM14,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 9,Trial 9.xml
1059,approach handright bowl and enclose handright bowl and approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handleft bowl to pour tuna_fish_can 31 into bowl 6 \n,BBM14,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 10,Trial 10.xml
1060,approach handright bowl and enclose handright bowl and approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright bowl to pour tomato_soup_can 32 into bowl 28 \n,BBM14,Expt 1 (Pouring),Bowl and Tomato soup can,Trial 1,Trial 1.xml
1061,approach handleft bowl and enclose handleft bowl and approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handright bowl to pour tomato_soup_can 25 into bowl 7 \n,BBM14,Expt 1 (Pouring),Bowl and Tomato soup can,Trial 2,Trial 2.xml
1062,approach handleft bowl and enclose handleft bowl and approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handright bowl to pour tomato_soup_can 17 into bowl 28 \n,BBM14,Expt 1 (Pouring),Bowl and Tomato soup can,Trial 3,Trial 3.xml
1063,approach handleft bowl and enclose handleft bowl and approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handright bowl to pour tomato_soup_can 28 into bowl 14 \n,BBM14,Expt 1 (Pouring),Bowl and Tomato soup can,Trial 4,Trial 4.xml
1064,approach handright bowl and enclose handright bowl and approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright bowl to pour tomato_soup_can 11 into bowl 10 \n,BBM14,Expt 1 (Pouring),Bowl and Tomato soup can,Trial 5,Trial 5.xml
1065,approach handleft bowl and enclose handleft bowl and approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handright bowl to pour tomato_soup_can 18 into bowl 29 \n,BBM14,Expt 1 (Pouring),Bowl and Tomato soup can,Trial 6,Trial 6.xml
1066,approach handright bowl and enclose handright bowl and approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright bowl to pour tomato_soup_can 6 into bowl 28 \n,BBM14,Expt 1 (Pouring),Bowl and Tomato soup can,Trial 7,Trial 7.xml
1067,approach handleft bowl and enclose handleft bowl and approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handright bowl to pour tomato_soup_can 25 into bowl 8 \n,BBM14,Expt 1 (Pouring),Bowl and Tomato soup can,Trial 8,Trial 8.xml
1068,approach handright bowl and enclose handright bowl and approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright bowl to pour tomato_soup_can 7 into bowl 13 \n,BBM14,Expt 1 (Pouring),Bowl and Tomato soup can,Trial 9,Trial 9.xml
1069,approach handright bowl and enclose handright bowl and approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright bowl to pour tomato_soup_can 11 into bowl 1 \n,BBM14,Expt 1 (Pouring),Bowl and Tomato soup can,Trial 10,Trial 10.xml
1070,approach handleft bowl and enclose handleft bowl and approach handright pudding_box and enclose handright pudding_box and approach handright bowl to pour pudding_box 11 into bowl 16 \n,BBM14,Expt 1 (Pouring),Bowl and Pudding box,Trial 1,Trial 1.xml
1071,approach handleft bowl and enclose handleft bowl and approach handright pudding_box and enclose handright pudding_box and approach handright bowl to pour pudding_box 8 into bowl 24 \n,BBM14,Expt 1 (Pouring),Bowl and Pudding box,Trial 2,Trial 2.xml
1072,approach handright bowl and enclose handright bowl and approach handleft pudding_box and enclose handleft pudding_box and approach handright bowl to pour pudding_box 23 into bowl 14 \n,BBM14,Expt 1 (Pouring),Bowl and Pudding box,Trial 3,Trial 3.xml
1073,approach handright bowl and enclose handright bowl and approach handleft pudding_box and enclose handleft pudding_box and approach handright bowl to pour pudding_box 7 into bowl 28 \n,BBM14,Expt 1 (Pouring),Bowl and Pudding box,Trial 4,Trial 4.xml
1074,approach handright bowl and enclose handright bowl and approach handleft pudding_box and enclose handleft pudding_box and approach handleft bowl to pour pudding_box 30 into bowl 13 \n,BBM14,Expt 1 (Pouring),Bowl and Pudding box,Trial 5,Trial 5.xml
1075,approach handright bowl and enclose handright bowl and approach handleft pudding_box and enclose handleft pudding_box and approach handleft bowl to pour pudding_box 31 into bowl 22 \n,BBM14,Expt 1 (Pouring),Bowl and Pudding box,Trial 6,Trial 6.xml
1076,approach handright bowl and enclose handright bowl and approach handleft pudding_box and enclose handleft pudding_box and approach handleft bowl to pour pudding_box 18 into bowl 25 \n,BBM14,Expt 1 (Pouring),Bowl and Pudding box,Trial 7,Trial 7.xml
1077,approach handleft bowl and enclose handleft bowl and approach handright pudding_box and enclose handright pudding_box and approach handright bowl to pour pudding_box 10 into bowl 20 \n,BBM14,Expt 1 (Pouring),Bowl and Pudding box,Trial 8,Trial 8.xml
1078,approach handleft bowl and enclose handleft bowl and approach handright pudding_box and enclose handright pudding_box and approach handright bowl to pour pudding_box 26 into bowl 20 \n,BBM14,Expt 1 (Pouring),Bowl and Pudding box,Trial 9,Trial 9.xml
1079,approach handright bowl and enclose handright bowl and approach handleft pudding_box and enclose handleft pudding_box and approach handleft bowl to pour pudding_box 8 into bowl 2 \n,BBM14,Expt 1 (Pouring),Bowl and Pudding box,Trial 10,Trial 10.xml
1080,approach handright bowl and enclose handright bowl and approach handleft mustard_bottle and enclose handleft mustard_bottle and approach handleft bowl to pour mustard_bottle 19 into bowl 2 \n,BBM14,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 1,Trial 1.xml
1081,approach handright bowl and enclose handright bowl and approach handleft mustard_bottle and enclose handleft mustard_bottle and approach handleft bowl to pour mustard_bottle 5 into bowl 4 \n,BBM14,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 2,Trial 2.xml
1082,approach handleft bowl and enclose handleft bowl and approach handright mustard_bottle and enclose handright mustard_bottle and approach handright bowl to pour mustard_bottle 26 into bowl 16 \n,BBM14,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 3,Trial 3.xml
1083,approach handleft bowl and enclose handleft bowl and approach handright mustard_bottle and enclose handright mustard_bottle and approach handright bowl to pour mustard_bottle 17 into bowl 5 \n,BBM14,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 4,Trial 4.xml
1084,approach handright bowl and enclose handright bowl and approach handleft mustard_bottle and enclose handleft mustard_bottle and approach handleft bowl to pour mustard_bottle 29 into bowl 11 \n,BBM14,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 5,Trial 5.xml
1085,approach handleft bowl and enclose handleft bowl and approach handright mustard_bottle and enclose handright mustard_bottle and approach handright bowl to pour mustard_bottle 20 into bowl 30 \n,BBM14,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 6,Trial 6.xml
1086,approach handleft bowl and enclose handleft bowl and approach handright mustard_bottle and enclose handright mustard_bottle and approach handright bowl to pour mustard_bottle 21 into bowl 7 \n,BBM14,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 7,Trial 7.xml
1087,approach handright bowl and enclose handright bowl and approach handleft mustard_bottle and enclose handleft mustard_bottle and approach handleft bowl to pour mustard_bottle 7 into bowl 20 \n,BBM14,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 8,Trial 8.xml
1088,approach handright bowl and enclose handright bowl and approach handleft mustard_bottle and enclose handleft mustard_bottle and approach handleft bowl to pour mustard_bottle 16 into bowl 14 \n,BBM14,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 9,Trial 9.xml
1089,approach handright bowl and enclose handright bowl and approach handleft mustard_bottle and enclose handleft mustard_bottle and approach handleft bowl to pour mustard_bottle 21 into bowl 1 \n,BBM14,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 10,Trial 10.xml
1090,approach handright bowl and enclose handright bowl and approach handleft gelatin_box and enclose handleft gelatin_box and approach handleft bowl to pour gelatin_box 4 into bowl 27 \n,BBM14,Expt 1 (Pouring),Bowl and Gelatin box,Trial 1,Trial 1.xml
1091,approach handright bowl and enclose handright bowl and approach handleft gelatin_box and enclose handleft gelatin_box and approach handleft bowl to pour gelatin_box 31 into bowl 29 \n,BBM14,Expt 1 (Pouring),Bowl and Gelatin box,Trial 2,Trial 2.xml
1092,approach handright bowl and enclose handright bowl and approach handleft gelatin_box and enclose handleft gelatin_box and approach handleft bowl to pour gelatin_box 16 into bowl 23 \n,BBM14,Expt 1 (Pouring),Bowl and Gelatin box,Trial 3,Trial 3.xml
1093,approach handright bowl and enclose handright bowl and approach handleft gelatin_box and enclose handleft gelatin_box and approach handleft bowl to pour gelatin_box 16 into bowl 32 \n,BBM14,Expt 1 (Pouring),Bowl and Gelatin box,Trial 4,Trial 4.xml
1094,approach handleft bowl and enclose handleft bowl and approach handright gelatin_box and enclose handright gelatin_box and approach handright bowl to pour gelatin_box 22 into bowl 23 \n,BBM14,Expt 1 (Pouring),Bowl and Gelatin box,Trial 5,Trial 5.xml
1095,approach handleft bowl and enclose handleft bowl and approach handright gelatin_box and enclose handright gelatin_box and approach handright bowl to pour gelatin_box 7 into bowl 16 \n,BBM14,Expt 1 (Pouring),Bowl and Gelatin box,Trial 6,Trial 6.xml
1096,approach handleft bowl and enclose handleft bowl and approach handright gelatin_box and enclose handright gelatin_box and approach handright bowl to pour gelatin_box 17 into bowl 27 \n,BBM14,Expt 1 (Pouring),Bowl and Gelatin box,Trial 7,Trial 7.xml
1097,approach handleft bowl and enclose handleft bowl and approach handright gelatin_box and enclose handright gelatin_box and approach handright bowl to pour gelatin_box 30 into bowl 13 \n,BBM14,Expt 1 (Pouring),Bowl and Gelatin box,Trial 8,Trial 8.xml
1098,approach handleft bowl and enclose handleft bowl and approach handright gelatin_box and enclose handright gelatin_box and approach handright bowl to pour gelatin_box 28 into bowl 6 \n,BBM14,Expt 1 (Pouring),Bowl and Gelatin box,Trial 9,Trial 9.xml
1099,approach handleft bowl and enclose handleft bowl and approach handright gelatin_box and enclose handright gelatin_box and approach handright bowl to pour gelatin_box 27 into bowl 29 \n,BBM14,Expt 1 (Pouring),Bowl and Gelatin box,Trial 10,Trial 10.xml
1100,approach handright bowl and enclose handright bowl and approach handleft cracker_box and enclose handleft cracker_box and approach handleft bowl to pour cracker_box 15 into bowl 20 \n,BBM14,Expt 1 (Pouring),Bowl and Cracker box,Trial 1,Trial 1.xml
1101,approach handright bowl and enclose handright bowl and approach handleft cracker_box and enclose handleft cracker_box and approach handleft bowl to pour cracker_box 30 into bowl 18 \n,BBM14,Expt 1 (Pouring),Bowl and Cracker box,Trial 2,Trial 2.xml
1102,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 26 into bowl 21 \n,BBM14,Expt 1 (Pouring),Bowl and Cracker box,Trial 3,Trial 3.xml
1103,approach handright bowl and enclose handright bowl and approach handleft cracker_box and enclose handleft cracker_box and approach handleft bowl to pour cracker_box 13 into bowl 12 \n,BBM14,Expt 1 (Pouring),Bowl and Cracker box,Trial 4,Trial 4.xml
1104,approach handright bowl and enclose handright bowl and approach handleft cracker_box and enclose handleft cracker_box and approach handleft bowl to pour cracker_box 5 into bowl 18 \n,BBM14,Expt 1 (Pouring),Bowl and Cracker box,Trial 5,Trial 5.xml
1105,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 9 into bowl 31 \n,BBM14,Expt 1 (Pouring),Bowl and Cracker box,Trial 6,Trial 6.xml
1106,approach handright bowl and enclose handright bowl and approach handleft cracker_box and enclose handleft cracker_box and approach handleft bowl to pour cracker_box 7 into bowl 11 \n,BBM14,Expt 1 (Pouring),Bowl and Cracker box,Trial 7,Trial 7.xml
1107,approach handright bowl and enclose handright bowl and approach handleft cracker_box and enclose handleft cracker_box and approach handleft bowl to pour cracker_box 27 into bowl 10 \n,BBM14,Expt 1 (Pouring),Bowl and Cracker box,Trial 8,Trial 8.xml
1108,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 29 into bowl 16 \n,BBM14,Expt 1 (Pouring),Bowl and Cracker box,Trial 9,Trial 9.xml
1109,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 14 into bowl 31 \n,BBM14,Expt 1 (Pouring),Bowl and Cracker box,Trial 10,Trial 10.xml
1110,approach handright mug and approach handleft pitcher_base and enclose handright mug and enclose handleft pitcher_base and approach handleft mug to pour pitcher_base 31 into mug 11 \n,BBM15,Expt 1 (Pouring),Mug and Pitcher base,Trial 1,Trial 1.xml
1111,approach handright mug and enclose handright mug and approach handleft pitcher_base and enclose handleft pitcher_base and approach handleft mug to pour pitcher_base 18 into mug 1 \n,BBM15,Expt 1 (Pouring),Mug and Pitcher base,Trial 2,Trial 2.xml
1112,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright mug and enclose handright mug and approach handleft mug to pour pitcher_base 16 into mug 6 \n,BBM15,Expt 1 (Pouring),Mug and Pitcher base,Trial 3,Trial 3.xml
1113,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright mug and enclose handright mug and approach handleft mug to pour pitcher_base 16 into mug 21 \n,BBM15,Expt 1 (Pouring),Mug and Pitcher base,Trial 4,Trial 4.xml
1114,approach handright pitcher_base and enclose handright pitcher_base and approach handleft mug and enclose handleft mug and approach handright mug to pour pitcher_base 20 into mug 23 \n,BBM15,Expt 1 (Pouring),Mug and Pitcher base,Trial 5,Trial 5.xml
1115,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright mug and enclose handright mug and approach handleft mug to pour pitcher_base 19 into mug 27 \n,BBM15,Expt 1 (Pouring),Mug and Pitcher base,Trial 6,Trial 6.xml
1116,approach handright pitcher_base and enclose handright pitcher_base and approach handleft mug and enclose handleft mug and approach handright mug to pour pitcher_base 2 into mug 23 \n,BBM15,Expt 1 (Pouring),Mug and Pitcher base,Trial 7,Trial 7.xml
1117,approach handright mug and enclose handright mug and approach handleft pitcher_base and enclose handleft pitcher_base and approach handleft mug to pour pitcher_base 27 into mug 10 \n,BBM15,Expt 1 (Pouring),Mug and Pitcher base,Trial 8,Trial 8.xml
1118,approach handright mug and approach handleft pitcher_base and enclose handright mug and enclose handleft pitcher_base and approach handleft mug to pour pitcher_base 31 into mug 20 \n,BBM15,Expt 1 (Pouring),Mug and Pitcher base,Trial 9,Trial 9.xml
1119,approach handright mug and enclose handright mug and approach handleft pitcher_base and enclose handleft pitcher_base and approach handleft mug to pour pitcher_base 2 into mug 1 \n,BBM15,Expt 1 (Pouring),Mug and Pitcher base,Trial 10,Trial 10.xml
1120,approach handleft mug and enclose handleft mug and approach handright sugar_box and enclose handright sugar_box and approach handleft sugar_box to pour sugar_box 16 into mug 31 \n,BBM15,Expt 1 (Pouring),Mug and Sugar box,Trial 1,Trial 1.xml
1121,approach handleft mug and enclose handleft mug and approach handright sugar_box and enclose handright sugar_box and approach handleft sugar_box to pour sugar_box 30 into mug 20 \n,BBM15,Expt 1 (Pouring),Mug and Sugar box,Trial 2,Trial 2.xml
