ID,Ours,PDDL
5660,to pour gelatin_box 20 into bowl 28 \n,(:goal (and (poured gelatin_box 20 bowl 28)))) \n
5661,to pour gelatin_box 20 into bowl 29 \n,(:goal (and (poured gelatin_box 20 bowl 29)))) \n
5662,to pour gelatin_box 20 into bowl 30 \n,(:goal (and (poured gelatin_box 20 bowl 30)))) \n
5663,to pour gelatin_box 20 into bowl 31 \n,(:goal (and (poured gelatin_box 20 bowl 31)))) \n
5664,to pour gelatin_box 20 into bowl 32 \n,(:goal (and (poured gelatin_box 20 bowl 32)))) \n
5665,to pour gelatin_box 21 into bowl 1 \n,(:goal (and (poured gelatin_box 21 bowl 1)))) \n
5666,to pour gelatin_box 21 into bowl 2 \n,(:goal (and (poured gelatin_box 21 bowl 2)))) \n
5667,to pour gelatin_box 21 into bowl 3 \n,(:goal (and (poured gelatin_box 21 bowl 3)))) \n
5668,to pour gelatin_box 21 into bowl 4 \n,(:goal (and (poured gelatin_box 21 bowl 4)))) \n
5669,to pour gelatin_box 21 into bowl 7 \n,(:goal (and (poured gelatin_box 21 bowl 7)))) \n
5670,to pour gelatin_box 21 into bowl 9 \n,(:goal (and (poured gelatin_box 21 bowl 9)))) \n
5671,to pour gelatin_box 21 into bowl 11 \n,(:goal (and (poured gelatin_box 21 bowl 11)))) \n
5672,to pour gelatin_box 21 into bowl 12 \n,(:goal (and (poured gelatin_box 21 bowl 12)))) \n
5673,to pour gelatin_box 21 into bowl 13 \n,(:goal (and (poured gelatin_box 21 bowl 13)))) \n
5674,to pour gelatin_box 21 into bowl 14 \n,(:goal (and (poured gelatin_box 21 bowl 14)))) \n
5675,to pour gelatin_box 21 into bowl 15 \n,(:goal (and (poured gelatin_box 21 bowl 15)))) \n
5676,to pour gelatin_box 21 into bowl 16 \n,(:goal (and (poured gelatin_box 21 bowl 16)))) \n
5677,to pour gelatin_box 21 into bowl 17 \n,(:goal (and (poured gelatin_box 21 bowl 17)))) \n
5678,to pour gelatin_box 21 into bowl 18 \n,(:goal (and (poured gelatin_box 21 bowl 18)))) \n
5679,to pour gelatin_box 21 into bowl 20 \n,(:goal (and (poured gelatin_box 21 bowl 20)))) \n
5680,to pour gelatin_box 21 into bowl 22 \n,(:goal (and (poured gelatin_box 21 bowl 22)))) \n
5681,to pour gelatin_box 21 into bowl 23 \n,(:goal (and (poured gelatin_box 21 bowl 23)))) \n
5682,to pour gelatin_box 21 into bowl 24 \n,(:goal (and (poured gelatin_box 21 bowl 24)))) \n
5683,to pour gelatin_box 21 into bowl 25 \n,(:goal (and (poured gelatin_box 21 bowl 25)))) \n
5684,to pour gelatin_box 21 into bowl 26 \n,(:goal (and (poured gelatin_box 21 bowl 26)))) \n
5685,to pour gelatin_box 21 into bowl 27 \n,(:goal (and (poured gelatin_box 21 bowl 27)))) \n
5686,to pour gelatin_box 21 into bowl 28 \n,(:goal (and (poured gelatin_box 21 bowl 28)))) \n
5687,to pour gelatin_box 21 into bowl 29 \n,(:goal (and (poured gelatin_box 21 bowl 29)))) \n
5688,to pour gelatin_box 21 into bowl 30 \n,(:goal (and (poured gelatin_box 21 bowl 30)))) \n
5689,to pour gelatin_box 21 into bowl 31 \n,(:goal (and (poured gelatin_box 21 bowl 31)))) \n
5690,to pour gelatin_box 21 into bowl 32 \n,(:goal (and (poured gelatin_box 21 bowl 32)))) \n
5691,to pour gelatin_box 22 into bowl 2 \n,(:goal (and (poured gelatin_box 22 bowl 2)))) \n
5692,to pour gelatin_box 22 into bowl 3 \n,(:goal (and (poured gelatin_box 22 bowl 3)))) \n
5693,to pour gelatin_box 22 into bowl 4 \n,(:goal (and (poured gelatin_box 22 bowl 4)))) \n
5694,to pour gelatin_box 22 into bowl 6 \n,(:goal (and (poured gelatin_box 22 bowl 6)))) \n
5695,to pour gelatin_box 22 into bowl 8 \n,(:goal (and (poured gelatin_box 22 bowl 8)))) \n
5696,to pour gelatin_box 22 into bowl 9 \n,(:goal (and (poured gelatin_box 22 bowl 9)))) \n
5697,to pour gelatin_box 22 into bowl 10 \n,(:goal (and (poured gelatin_box 22 bowl 10)))) \n
5698,to pour gelatin_box 22 into bowl 11 \n,(:goal (and (poured gelatin_box 22 bowl 11)))) \n
5699,to pour gelatin_box 22 into bowl 12 \n,(:goal (and (poured gelatin_box 22 bowl 12)))) \n
5700,to pour gelatin_box 22 into bowl 13 \n,(:goal (and (poured gelatin_box 22 bowl 13)))) \n
5701,to pour gelatin_box 22 into bowl 14 \n,(:goal (and (poured gelatin_box 22 bowl 14)))) \n
5702,to pour gelatin_box 22 into bowl 17 \n,(:goal (and (poured gelatin_box 22 bowl 17)))) \n
5703,to pour gelatin_box 22 into bowl 18 \n,(:goal (and (poured gelatin_box 22 bowl 18)))) \n
5704,to pour gelatin_box 22 into bowl 19 \n,(:goal (and (poured gelatin_box 22 bowl 19)))) \n
5705,to pour gelatin_box 22 into bowl 20 \n,(:goal (and (poured gelatin_box 22 bowl 20)))) \n
5706,to pour gelatin_box 22 into bowl 21 \n,(:goal (and (poured gelatin_box 22 bowl 21)))) \n
5707,to pour gelatin_box 22 into bowl 24 \n,(:goal (and (poured gelatin_box 22 bowl 24)))) \n
5708,to pour gelatin_box 22 into bowl 25 \n,(:goal (and (poured gelatin_box 22 bowl 25)))) \n
5709,to pour gelatin_box 22 into bowl 26 \n,(:goal (and (poured gelatin_box 22 bowl 26)))) \n
5710,to pour gelatin_box 22 into bowl 27 \n,(:goal (and (poured gelatin_box 22 bowl 27)))) \n
5711,to pour gelatin_box 22 into bowl 29 \n,(:goal (and (poured gelatin_box 22 bowl 29)))) \n
5712,to pour gelatin_box 22 into bowl 30 \n,(:goal (and (poured gelatin_box 22 bowl 30)))) \n
5713,to pour gelatin_box 22 into bowl 31 \n,(:goal (and (poured gelatin_box 22 bowl 31)))) \n
5714,to pour gelatin_box 22 into bowl 32 \n,(:goal (and (poured gelatin_box 22 bowl 32)))) \n
5715,to pour gelatin_box 23 into bowl 1 \n,(:goal (and (poured gelatin_box 23 bowl 1)))) \n
5716,to pour gelatin_box 23 into bowl 3 \n,(:goal (and (poured gelatin_box 23 bowl 3)))) \n
5717,to pour gelatin_box 23 into bowl 4 \n,(:goal (and (poured gelatin_box 23 bowl 4)))) \n
5718,to pour gelatin_box 23 into bowl 5 \n,(:goal (and (poured gelatin_box 23 bowl 5)))) \n
5719,to pour gelatin_box 23 into bowl 6 \n,(:goal (and (poured gelatin_box 23 bowl 6)))) \n
5720,to pour gelatin_box 23 into bowl 7 \n,(:goal (and (poured gelatin_box 23 bowl 7)))) \n
5721,to pour gelatin_box 23 into bowl 8 \n,(:goal (and (poured gelatin_box 23 bowl 8)))) \n
5722,to pour gelatin_box 23 into bowl 9 \n,(:goal (and (poured gelatin_box 23 bowl 9)))) \n
5723,to pour gelatin_box 23 into bowl 10 \n,(:goal (and (poured gelatin_box 23 bowl 10)))) \n
5724,to pour gelatin_box 23 into bowl 12 \n,(:goal (and (poured gelatin_box 23 bowl 12)))) \n
5725,to pour gelatin_box 23 into bowl 13 \n,(:goal (and (poured gelatin_box 23 bowl 13)))) \n
5726,to pour gelatin_box 23 into bowl 14 \n,(:goal (and (poured gelatin_box 23 bowl 14)))) \n
5727,to pour gelatin_box 23 into bowl 15 \n,(:goal (and (poured gelatin_box 23 bowl 15)))) \n
5728,to pour gelatin_box 23 into bowl 16 \n,(:goal (and (poured gelatin_box 23 bowl 16)))) \n
5729,to pour gelatin_box 23 into bowl 17 \n,(:goal (and (poured gelatin_box 23 bowl 17)))) \n
5730,to pour gelatin_box 23 into bowl 18 \n,(:goal (and (poured gelatin_box 23 bowl 18)))) \n
5731,to pour gelatin_box 23 into bowl 19 \n,(:goal (and (poured gelatin_box 23 bowl 19)))) \n
5732,to pour gelatin_box 23 into bowl 20 \n,(:goal (and (poured gelatin_box 23 bowl 20)))) \n
5733,to pour gelatin_box 23 into bowl 21 \n,(:goal (and (poured gelatin_box 23 bowl 21)))) \n
5734,to pour gelatin_box 23 into bowl 24 \n,(:goal (and (poured gelatin_box 23 bowl 24)))) \n
5735,to pour gelatin_box 23 into bowl 25 \n,(:goal (and (poured gelatin_box 23 bowl 25)))) \n
5736,to pour gelatin_box 23 into bowl 26 \n,(:goal (and (poured gelatin_box 23 bowl 26)))) \n
5737,to pour gelatin_box 23 into bowl 27 \n,(:goal (and (poured gelatin_box 23 bowl 27)))) \n
5738,to pour gelatin_box 23 into bowl 28 \n,(:goal (and (poured gelatin_box 23 bowl 28)))) \n
5739,to pour gelatin_box 23 into bowl 29 \n,(:goal (and (poured gelatin_box 23 bowl 29)))) \n
5740,to pour gelatin_box 23 into bowl 30 \n,(:goal (and (poured gelatin_box 23 bowl 30)))) \n
5741,to pour gelatin_box 23 into bowl 31 \n,(:goal (and (poured gelatin_box 23 bowl 31)))) \n
5742,to pour gelatin_box 23 into bowl 32 \n,(:goal (and (poured gelatin_box 23 bowl 32)))) \n
5743,to pour gelatin_box 24 into bowl 1 \n,(:goal (and (poured gelatin_box 24 bowl 1)))) \n
5744,to pour gelatin_box 24 into bowl 2 \n,(:goal (and (poured gelatin_box 24 bowl 2)))) \n
5745,to pour gelatin_box 24 into bowl 3 \n,(:goal (and (poured gelatin_box 24 bowl 3)))) \n
5746,to pour gelatin_box 24 into bowl 5 \n,(:goal (and (poured gelatin_box 24 bowl 5)))) \n
5747,to pour gelatin_box 24 into bowl 6 \n,(:goal (and (poured gelatin_box 24 bowl 6)))) \n
5748,to pour gelatin_box 24 into bowl 7 \n,(:goal (and (poured gelatin_box 24 bowl 7)))) \n
5749,to pour gelatin_box 24 into bowl 8 \n,(:goal (and (poured gelatin_box 24 bowl 8)))) \n
5750,to pour gelatin_box 24 into bowl 9 \n,(:goal (and (poured gelatin_box 24 bowl 9)))) \n
5751,to pour gelatin_box 24 into bowl 11 \n,(:goal (and (poured gelatin_box 24 bowl 11)))) \n
5752,to pour gelatin_box 24 into bowl 12 \n,(:goal (and (poured gelatin_box 24 bowl 12)))) \n
5753,to pour gelatin_box 24 into bowl 13 \n,(:goal (and (poured gelatin_box 24 bowl 13)))) \n
5754,to pour gelatin_box 24 into bowl 14 \n,(:goal (and (poured gelatin_box 24 bowl 14)))) \n
5755,to pour gelatin_box 24 into bowl 15 \n,(:goal (and (poured gelatin_box 24 bowl 15)))) \n
5756,to pour gelatin_box 24 into bowl 16 \n,(:goal (and (poured gelatin_box 24 bowl 16)))) \n
5757,to pour gelatin_box 24 into bowl 17 \n,(:goal (and (poured gelatin_box 24 bowl 17)))) \n
5758,to pour gelatin_box 24 into bowl 18 \n,(:goal (and (poured gelatin_box 24 bowl 18)))) \n
5759,to pour gelatin_box 24 into bowl 19 \n,(:goal (and (poured gelatin_box 24 bowl 19)))) \n
5760,to pour gelatin_box 24 into bowl 22 \n,(:goal (and (poured gelatin_box 24 bowl 22)))) \n
5761,to pour gelatin_box 24 into bowl 23 \n,(:goal (and (poured gelatin_box 24 bowl 23)))) \n
5762,to pour gelatin_box 24 into bowl 25 \n,(:goal (and (poured gelatin_box 24 bowl 25)))) \n
5763,to pour gelatin_box 24 into bowl 26 \n,(:goal (and (poured gelatin_box 24 bowl 26)))) \n
5764,to pour gelatin_box 24 into bowl 27 \n,(:goal (and (poured gelatin_box 24 bowl 27)))) \n
5765,to pour gelatin_box 24 into bowl 29 \n,(:goal (and (poured gelatin_box 24 bowl 29)))) \n
5766,to pour gelatin_box 24 into bowl 30 \n,(:goal (and (poured gelatin_box 24 bowl 30)))) \n
5767,to pour gelatin_box 24 into bowl 31 \n,(:goal (and (poured gelatin_box 24 bowl 31)))) \n
5768,to pour gelatin_box 24 into bowl 32 \n,(:goal (and (poured gelatin_box 24 bowl 32)))) \n
5769,to pour gelatin_box 25 into bowl 2 \n,(:goal (and (poured gelatin_box 25 bowl 2)))) \n
5770,to pour gelatin_box 25 into bowl 3 \n,(:goal (and (poured gelatin_box 25 bowl 3)))) \n
5771,to pour gelatin_box 25 into bowl 4 \n,(:goal (and (poured gelatin_box 25 bowl 4)))) \n
5772,to pour gelatin_box 25 into bowl 5 \n,(:goal (and (poured gelatin_box 25 bowl 5)))) \n
5773,to pour gelatin_box 25 into bowl 6 \n,(:goal (and (poured gelatin_box 25 bowl 6)))) \n
5774,to pour gelatin_box 25 into bowl 7 \n,(:goal (and (poured gelatin_box 25 bowl 7)))) \n
5775,to pour gelatin_box 25 into bowl 8 \n,(:goal (and (poured gelatin_box 25 bowl 8)))) \n
5776,to pour gelatin_box 25 into bowl 9 \n,(:goal (and (poured gelatin_box 25 bowl 9)))) \n
5777,to pour gelatin_box 25 into bowl 10 \n,(:goal (and (poured gelatin_box 25 bowl 10)))) \n
5778,to pour gelatin_box 25 into bowl 11 \n,(:goal (and (poured gelatin_box 25 bowl 11)))) \n
5779,to pour gelatin_box 25 into bowl 12 \n,(:goal (and (poured gelatin_box 25 bowl 12)))) \n
5780,to pour gelatin_box 25 into bowl 13 \n,(:goal (and (poured gelatin_box 25 bowl 13)))) \n
5781,to pour gelatin_box 25 into bowl 15 \n,(:goal (and (poured gelatin_box 25 bowl 15)))) \n
5782,to pour gelatin_box 25 into bowl 16 \n,(:goal (and (poured gelatin_box 25 bowl 16)))) \n
5783,to pour gelatin_box 25 into bowl 17 \n,(:goal (and (poured gelatin_box 25 bowl 17)))) \n
5784,to pour gelatin_box 25 into bowl 18 \n,(:goal (and (poured gelatin_box 25 bowl 18)))) \n
5785,to pour gelatin_box 25 into bowl 19 \n,(:goal (and (poured gelatin_box 25 bowl 19)))) \n
5786,to pour gelatin_box 25 into bowl 20 \n,(:goal (and (poured gelatin_box 25 bowl 20)))) \n
5787,to pour gelatin_box 25 into bowl 21 \n,(:goal (and (poured gelatin_box 25 bowl 21)))) \n
5788,to pour gelatin_box 25 into bowl 22 \n,(:goal (and (poured gelatin_box 25 bowl 22)))) \n
5789,to pour gelatin_box 25 into bowl 23 \n,(:goal (and (poured gelatin_box 25 bowl 23)))) \n
5790,to pour gelatin_box 25 into bowl 24 \n,(:goal (and (poured gelatin_box 25 bowl 24)))) \n
5791,to pour gelatin_box 25 into bowl 26 \n,(:goal (and (poured gelatin_box 25 bowl 26)))) \n
5792,to pour gelatin_box 25 into bowl 27 \n,(:goal (and (poured gelatin_box 25 bowl 27)))) \n
5793,to pour gelatin_box 25 into bowl 28 \n,(:goal (and (poured gelatin_box 25 bowl 28)))) \n
5794,to pour gelatin_box 25 into bowl 29 \n,(:goal (and (poured gelatin_box 25 bowl 29)))) \n
5795,to pour gelatin_box 25 into bowl 30 \n,(:goal (and (poured gelatin_box 25 bowl 30)))) \n
5796,to pour gelatin_box 25 into bowl 31 \n,(:goal (and (poured gelatin_box 25 bowl 31)))) \n
5797,to pour gelatin_box 25 into bowl 32 \n,(:goal (and (poured gelatin_box 25 bowl 32)))) \n
5798,to pour gelatin_box 26 into bowl 1 \n,(:goal (and (poured gelatin_box 26 bowl 1)))) \n
5799,to pour gelatin_box 26 into bowl 2 \n,(:goal (and (poured gelatin_box 26 bowl 2)))) \n
5800,to pour gelatin_box 26 into bowl 3 \n,(:goal (and (poured gelatin_box 26 bowl 3)))) \n
5801,to pour gelatin_box 26 into bowl 4 \n,(:goal (and (poured gelatin_box 26 bowl 4)))) \n
5802,to pour gelatin_box 26 into bowl 5 \n,(:goal (and (poured gelatin_box 26 bowl 5)))) \n
5803,to pour gelatin_box 26 into bowl 6 \n,(:goal (and (poured gelatin_box 26 bowl 6)))) \n
5804,to pour gelatin_box 26 into bowl 7 \n,(:goal (and (poured gelatin_box 26 bowl 7)))) \n
5805,to pour gelatin_box 26 into bowl 9 \n,(:goal (and (poured gelatin_box 26 bowl 9)))) \n
5806,to pour gelatin_box 26 into bowl 10 \n,(:goal (and (poured gelatin_box 26 bowl 10)))) \n
5807,to pour gelatin_box 26 into bowl 11 \n,(:goal (and (poured gelatin_box 26 bowl 11)))) \n
5808,to pour gelatin_box 26 into bowl 12 \n,(:goal (and (poured gelatin_box 26 bowl 12)))) \n
5809,to pour gelatin_box 26 into bowl 13 \n,(:goal (and (poured gelatin_box 26 bowl 13)))) \n
5810,to pour gelatin_box 26 into bowl 14 \n,(:goal (and (poured gelatin_box 26 bowl 14)))) \n
5811,to pour gelatin_box 26 into bowl 15 \n,(:goal (and (poured gelatin_box 26 bowl 15)))) \n
5812,to pour gelatin_box 26 into bowl 16 \n,(:goal (and (poured gelatin_box 26 bowl 16)))) \n
5813,to pour gelatin_box 26 into bowl 17 \n,(:goal (and (poured gelatin_box 26 bowl 17)))) \n
5814,to pour gelatin_box 26 into bowl 18 \n,(:goal (and (poured gelatin_box 26 bowl 18)))) \n
5815,to pour gelatin_box 26 into bowl 19 \n,(:goal (and (poured gelatin_box 26 bowl 19)))) \n
5816,to pour gelatin_box 26 into bowl 20 \n,(:goal (and (poured gelatin_box 26 bowl 20)))) \n
5817,to pour gelatin_box 26 into bowl 21 \n,(:goal (and (poured gelatin_box 26 bowl 21)))) \n
5818,to pour gelatin_box 26 into bowl 22 \n,(:goal (and (poured gelatin_box 26 bowl 22)))) \n
5819,to pour gelatin_box 26 into bowl 24 \n,(:goal (and (poured gelatin_box 26 bowl 24)))) \n
5820,to pour gelatin_box 26 into bowl 25 \n,(:goal (and (poured gelatin_box 26 bowl 25)))) \n
5821,to pour gelatin_box 26 into bowl 27 \n,(:goal (and (poured gelatin_box 26 bowl 27)))) \n
5822,to pour gelatin_box 26 into bowl 28 \n,(:goal (and (poured gelatin_box 26 bowl 28)))) \n
5823,to pour gelatin_box 26 into bowl 29 \n,(:goal (and (poured gelatin_box 26 bowl 29)))) \n
5824,to pour gelatin_box 26 into bowl 30 \n,(:goal (and (poured gelatin_box 26 bowl 30)))) \n
5825,to pour gelatin_box 26 into bowl 31 \n,(:goal (and (poured gelatin_box 26 bowl 31)))) \n
5826,to pour gelatin_box 26 into bowl 32 \n,(:goal (and (poured gelatin_box 26 bowl 32)))) \n
5827,to pour gelatin_box 27 into bowl 1 \n,(:goal (and (poured gelatin_box 27 bowl 1)))) \n
5828,to pour gelatin_box 27 into bowl 2 \n,(:goal (and (poured gelatin_box 27 bowl 2)))) \n
5829,to pour gelatin_box 27 into bowl 3 \n,(:goal (and (poured gelatin_box 27 bowl 3)))) \n
5830,to pour gelatin_box 27 into bowl 4 \n,(:goal (and (poured gelatin_box 27 bowl 4)))) \n
5831,to pour gelatin_box 27 into bowl 5 \n,(:goal (and (poured gelatin_box 27 bowl 5)))) \n
5832,to pour gelatin_box 27 into bowl 6 \n,(:goal (and (poured gelatin_box 27 bowl 6)))) \n
5833,to pour gelatin_box 27 into bowl 7 \n,(:goal (and (poured gelatin_box 27 bowl 7)))) \n
5834,to pour gelatin_box 27 into bowl 8 \n,(:goal (and (poured gelatin_box 27 bowl 8)))) \n
5835,to pour gelatin_box 27 into bowl 9 \n,(:goal (and (poured gelatin_box 27 bowl 9)))) \n
5836,to pour gelatin_box 27 into bowl 10 \n,(:goal (and (poured gelatin_box 27 bowl 10)))) \n
5837,to pour gelatin_box 27 into bowl 11 \n,(:goal (and (poured gelatin_box 27 bowl 11)))) \n
5838,to pour gelatin_box 27 into bowl 12 \n,(:goal (and (poured gelatin_box 27 bowl 12)))) \n
5839,to pour gelatin_box 27 into bowl 13 \n,(:goal (and (poured gelatin_box 27 bowl 13)))) \n
5840,to pour gelatin_box 27 into bowl 14 \n,(:goal (and (poured gelatin_box 27 bowl 14)))) \n
5841,to pour gelatin_box 27 into bowl 15 \n,(:goal (and (poured gelatin_box 27 bowl 15)))) \n
5842,to pour gelatin_box 27 into bowl 16 \n,(:goal (and (poured gelatin_box 27 bowl 16)))) \n
5843,to pour gelatin_box 27 into bowl 17 \n,(:goal (and (poured gelatin_box 27 bowl 17)))) \n
5844,to pour gelatin_box 27 into bowl 18 \n,(:goal (and (poured gelatin_box 27 bowl 18)))) \n
5845,to pour gelatin_box 27 into bowl 19 \n,(:goal (and (poured gelatin_box 27 bowl 19)))) \n
5846,to pour gelatin_box 27 into bowl 20 \n,(:goal (and (poured gelatin_box 27 bowl 20)))) \n
5847,to pour gelatin_box 27 into bowl 22 \n,(:goal (and (poured gelatin_box 27 bowl 22)))) \n
5848,to pour gelatin_box 27 into bowl 23 \n,(:goal (and (poured gelatin_box 27 bowl 23)))) \n
5849,to pour gelatin_box 27 into bowl 25 \n,(:goal (and (poured gelatin_box 27 bowl 25)))) \n
5850,to pour gelatin_box 27 into bowl 26 \n,(:goal (and (poured gelatin_box 27 bowl 26)))) \n
5851,to pour gelatin_box 27 into bowl 28 \n,(:goal (and (poured gelatin_box 27 bowl 28)))) \n
5852,to pour gelatin_box 27 into bowl 30 \n,(:goal (and (poured gelatin_box 27 bowl 30)))) \n
5853,to pour gelatin_box 27 into bowl 31 \n,(:goal (and (poured gelatin_box 27 bowl 31)))) \n
5854,to pour gelatin_box 27 into bowl 32 \n,(:goal (and (poured gelatin_box 27 bowl 32)))) \n
5855,to pour gelatin_box 28 into bowl 1 \n,(:goal (and (poured gelatin_box 28 bowl 1)))) \n
5856,to pour gelatin_box 28 into bowl 2 \n,(:goal (and (poured gelatin_box 28 bowl 2)))) \n
5857,to pour gelatin_box 28 into bowl 3 \n,(:goal (and (poured gelatin_box 28 bowl 3)))) \n
5858,to pour gelatin_box 28 into bowl 4 \n,(:goal (and (poured gelatin_box 28 bowl 4)))) \n
5859,to pour gelatin_box 28 into bowl 5 \n,(:goal (and (poured gelatin_box 28 bowl 5)))) \n
5860,to pour gelatin_box 28 into bowl 7 \n,(:goal (and (poured gelatin_box 28 bowl 7)))) \n
5861,to pour gelatin_box 28 into bowl 9 \n,(:goal (and (poured gelatin_box 28 bowl 9)))) \n
5862,to pour gelatin_box 28 into bowl 11 \n,(:goal (and (poured gelatin_box 28 bowl 11)))) \n
5863,to pour gelatin_box 28 into bowl 12 \n,(:goal (and (poured gelatin_box 28 bowl 12)))) \n
5864,to pour gelatin_box 28 into bowl 13 \n,(:goal (and (poured gelatin_box 28 bowl 13)))) \n
5865,to pour gelatin_box 28 into bowl 15 \n,(:goal (and (poured gelatin_box 28 bowl 15)))) \n
5866,to pour gelatin_box 28 into bowl 16 \n,(:goal (and (poured gelatin_box 28 bowl 16)))) \n
5867,to pour gelatin_box 28 into bowl 17 \n,(:goal (and (poured gelatin_box 28 bowl 17)))) \n
5868,to pour gelatin_box 28 into bowl 18 \n,(:goal (and (poured gelatin_box 28 bowl 18)))) \n
5869,to pour gelatin_box 28 into bowl 20 \n,(:goal (and (poured gelatin_box 28 bowl 20)))) \n
5870,to pour gelatin_box 28 into bowl 21 \n,(:goal (and (poured gelatin_box 28 bowl 21)))) \n
5871,to pour gelatin_box 28 into bowl 23 \n,(:goal (and (poured gelatin_box 28 bowl 23)))) \n
5872,to pour gelatin_box 28 into bowl 24 \n,(:goal (and (poured gelatin_box 28 bowl 24)))) \n
5873,to pour gelatin_box 28 into bowl 25 \n,(:goal (and (poured gelatin_box 28 bowl 25)))) \n
5874,to pour gelatin_box 28 into bowl 26 \n,(:goal (and (poured gelatin_box 28 bowl 26)))) \n
5875,to pour gelatin_box 28 into bowl 27 \n,(:goal (and (poured gelatin_box 28 bowl 27)))) \n
5876,to pour gelatin_box 28 into bowl 29 \n,(:goal (and (poured gelatin_box 28 bowl 29)))) \n
5877,to pour gelatin_box 28 into bowl 30 \n,(:goal (and (poured gelatin_box 28 bowl 30)))) \n
5878,to pour gelatin_box 28 into bowl 31 \n,(:goal (and (poured gelatin_box 28 bowl 31)))) \n
5879,to pour gelatin_box 28 into bowl 32 \n,(:goal (and (poured gelatin_box 28 bowl 32)))) \n
5880,to pour gelatin_box 29 into bowl 1 \n,(:goal (and (poured gelatin_box 29 bowl 1)))) \n
5881,to pour gelatin_box 29 into bowl 2 \n,(:goal (and (poured gelatin_box 29 bowl 2)))) \n
5882,to pour gelatin_box 29 into bowl 3 \n,(:goal (and (poured gelatin_box 29 bowl 3)))) \n
5883,to pour gelatin_box 29 into bowl 4 \n,(:goal (and (poured gelatin_box 29 bowl 4)))) \n
5884,to pour gelatin_box 29 into bowl 5 \n,(:goal (and (poured gelatin_box 29 bowl 5)))) \n
5885,to pour gelatin_box 29 into bowl 7 \n,(:goal (and (poured gelatin_box 29 bowl 7)))) \n
5886,to pour gelatin_box 29 into bowl 8 \n,(:goal (and (poured gelatin_box 29 bowl 8)))) \n
5887,to pour gelatin_box 29 into bowl 9 \n,(:goal (and (poured gelatin_box 29 bowl 9)))) \n
5888,to pour gelatin_box 29 into bowl 10 \n,(:goal (and (poured gelatin_box 29 bowl 10)))) \n
5889,to pour gelatin_box 29 into bowl 11 \n,(:goal (and (poured gelatin_box 29 bowl 11)))) \n
5890,to pour gelatin_box 29 into bowl 12 \n,(:goal (and (poured gelatin_box 29 bowl 12)))) \n
5891,to pour gelatin_box 29 into bowl 13 \n,(:goal (and (poured gelatin_box 29 bowl 13)))) \n
5892,to pour gelatin_box 29 into bowl 15 \n,(:goal (and (poured gelatin_box 29 bowl 15)))) \n
5893,to pour gelatin_box 29 into bowl 16 \n,(:goal (and (poured gelatin_box 29 bowl 16)))) \n
5894,to pour gelatin_box 29 into bowl 17 \n,(:goal (and (poured gelatin_box 29 bowl 17)))) \n
5895,to pour gelatin_box 29 into bowl 18 \n,(:goal (and (poured gelatin_box 29 bowl 18)))) \n
5896,to pour gelatin_box 29 into bowl 19 \n,(:goal (and (poured gelatin_box 29 bowl 19)))) \n
5897,to pour gelatin_box 29 into bowl 20 \n,(:goal (and (poured gelatin_box 29 bowl 20)))) \n
5898,to pour gelatin_box 29 into bowl 21 \n,(:goal (and (poured gelatin_box 29 bowl 21)))) \n
5899,to pour gelatin_box 29 into bowl 23 \n,(:goal (and (poured gelatin_box 29 bowl 23)))) \n
5900,to pour gelatin_box 29 into bowl 24 \n,(:goal (and (poured gelatin_box 29 bowl 24)))) \n
5901,to pour gelatin_box 29 into bowl 25 \n,(:goal (and (poured gelatin_box 29 bowl 25)))) \n
5902,to pour gelatin_box 29 into bowl 26 \n,(:goal (and (poured gelatin_box 29 bowl 26)))) \n
5903,to pour gelatin_box 29 into bowl 27 \n,(:goal (and (poured gelatin_box 29 bowl 27)))) \n
5904,to pour gelatin_box 29 into bowl 28 \n,(:goal (and (poured gelatin_box 29 bowl 28)))) \n
5905,to pour gelatin_box 29 into bowl 30 \n,(:goal (and (poured gelatin_box 29 bowl 30)))) \n
5906,to pour gelatin_box 29 into bowl 31 \n,(:goal (and (poured gelatin_box 29 bowl 31)))) \n
5907,to pour gelatin_box 29 into bowl 32 \n,(:goal (and (poured gelatin_box 29 bowl 32)))) \n
5908,to pour gelatin_box 30 into bowl 2 \n,(:goal (and (poured gelatin_box 30 bowl 2)))) \n
5909,to pour gelatin_box 30 into bowl 3 \n,(:goal (and (poured gelatin_box 30 bowl 3)))) \n
5910,to pour gelatin_box 30 into bowl 4 \n,(:goal (and (poured gelatin_box 30 bowl 4)))) \n
5911,to pour gelatin_box 30 into bowl 7 \n,(:goal (and (poured gelatin_box 30 bowl 7)))) \n
5912,to pour gelatin_box 30 into bowl 8 \n,(:goal (and (poured gelatin_box 30 bowl 8)))) \n
5913,to pour gelatin_box 30 into bowl 9 \n,(:goal (and (poured gelatin_box 30 bowl 9)))) \n
5914,to pour gelatin_box 30 into bowl 10 \n,(:goal (and (poured gelatin_box 30 bowl 10)))) \n
5915,to pour gelatin_box 30 into bowl 11 \n,(:goal (and (poured gelatin_box 30 bowl 11)))) \n
5916,to pour gelatin_box 30 into bowl 12 \n,(:goal (and (poured gelatin_box 30 bowl 12)))) \n
5917,to pour gelatin_box 30 into bowl 14 \n,(:goal (and (poured gelatin_box 30 bowl 14)))) \n
5918,to pour gelatin_box 30 into bowl 15 \n,(:goal (and (poured gelatin_box 30 bowl 15)))) \n
